
time	REAL(psi[n])	IMAG(psi[n])	averx	deltax	averp	deltap	avg_state_energy	norm(psi)
6.6666666666666671e-03	2.3645255760732870e-314	1.9631275851119898e-01	3.0120077651195480e+01	5.9999890143254877e+00	8.3855420754424870e-01	4.5058110538872494e-02	1.9631275851119900e-01	1.0000000000000087e+00
6.7333333333333334e-03	2.3645255760732870e-314	1.9631275851119900e-01	3.0122479089795149e+01	5.9999891553685103e+00	8.3855420777823508e-01	4.5058110525095153e-02	1.9631275851119900e-01	1.0000000000000087e+00
6.8000000000000005e-03	2.3645255760732870e-314	1.9631275851119900e-01	3.0124904304993404e+01	5.9999893006191165e+00	8.3855420801591241e-01	4.5058110497477627e-02	1.9631275851119889e-01	1.0000000000000084e+00
6.8666666666666668e-03	2.3645255760732870e-314	1.9631275851119889e-01	3.0127353296789579e+01	5.9999894501604523e+00	8.3855420825742855e-01	4.5058110453642185e-02	1.9631275851119898e-01	1.0000000000000084e+00
6.9333333333333339e-03	2.3645255760732870e-314	1.9631275851119898e-01	3.0129826065183060e+01	5.9999896040764815e+00	8.3855420850293494e-01	4.5058110391118678e-02	1.9631275851119892e-01	1.0000000000000087e+00
7.0000000000000001e-03	2.3645255760732870e-314	1.9631275851119892e-01	3.0132322610173283e+01	5.9999897624519987e+00	8.3855420875258535e-01	4.5058110307353197e-02	1.9631275851119889e-01	1.0000000000000082e+00
7.0666666666666673e-03	2.3645255760732870e-314	1.9631275851119889e-01	3.0134842931759529e+01	5.9999899253726099e+00	8.3855420900653266e-01	4.5058110199742547e-02	1.9631275851119892e-01	1.0000000000000084e+00
7.1333333333333335e-03	2.3645255760732870e-314	1.9631275851119892e-01	3.0137387029941195e+01	5.9999900929247403e+00	8.3855420926493029e-01	4.5058110065650268e-02	1.9631275851119892e-01	1.0000000000000082e+00
7.2000000000000007e-03	2.3645255760732870e-314	1.9631275851119892e-01	3.0139954904717616e+01	5.9999902651956392e+00	8.3855420952793291e-01	4.5058109902327788e-02	1.9631275851119886e-01	1.0000000000000080e+00
7.2666666666666669e-03	2.3645255760732870e-314	1.9631275851119886e-01	3.0142546556088107e+01	5.9999904422733819e+00	8.3855420979569117e-01	4.5058109707038857e-02	1.9631275851119895e-01	1.0000000000000084e+00
7.3333333333333341e-03	2.3645255760732870e-314	1.9631275851119895e-01	3.0145161984052042e+01	5.9999906242468546e+00	8.3855421006835718e-01	4.5058109476958520e-02	1.9631275851119873e-01	1.0000000000000084e+00
7.4000000000000003e-03	2.3645255760732870e-314	1.9631275851119873e-01	3.0147801188608760e+01	5.9999908112057687e+00	8.3855421034607869e-01	4.5058109209290161e-02	1.9631275851119873e-01	1.0000000000000082e+00
7.4666666666666666e-03	2.3645255760732870e-314	1.9631275851119873e-01	3.0150464169757573e+01	5.9999910032406616e+00	8.3855421062900071e-01	4.5058108901178021e-02	1.9631275851119873e-01	1.0000000000000080e+00
7.5333333333333337e-03	2.3645255760732870e-314	1.9631275851119873e-01	3.0153150927497784e+01	5.9999912004428788e+00	8.3855421091726257e-01	4.5058108549798380e-02	1.9631275851119870e-01	1.0000000000000082e+00
7.6000000000000000e-03	2.3645255760732870e-314	1.9631275851119870e-01	3.0155861461828753e+01	5.9999914029046026e+00	8.3855421121100215e-01	4.5058108152289326e-02	1.9631275851119875e-01	1.0000000000000080e+00
7.6666666666666671e-03	2.3645255760732870e-314	1.9631275851119875e-01	3.0158595772749749e+01	5.9999916107188271e+00	8.3855421151034715e-01	4.5058107705846846e-02	1.9631275851119881e-01	1.0000000000000082e+00
7.7333333333333334e-03	2.3645255760732870e-314	1.9631275851119881e-01	3.0161353860260093e+01	5.9999918239793635e+00	8.3855421181542134e-01	4.5058107207671859e-02	1.9631275851119878e-01	1.0000000000000080e+00
7.8000000000000005e-03	2.3645255760732870e-314	1.9631275851119878e-01	3.0164135724359102e+01	5.9999920427808577e+00	8.3855421212633918e-01	4.5058106655020719e-02	1.9631275851119870e-01	1.0000000000000080e+00
7.8666666666666676e-03	2.3645255760732870e-314	1.9631275851119870e-01	3.0166941365046046e+01	5.9999922672187642e+00	8.3855421244320716e-01	4.5058106045199053e-02	1.9631275851119867e-01	1.0000000000000080e+00
7.9333333333333339e-03	2.3645255760732870e-314	1.9631275851119867e-01	3.0169770782320235e+01	5.9999924973893650e+00	8.3855421276612041e-01	4.5058105375615998e-02	1.9631275851119862e-01	1.0000000000000078e+00
8.0000000000000002e-03	2.3645255760732870e-314	1.9631275851119862e-01	3.0172623976180947e+01	5.9999927333897594e+00	8.3855421309516576e-01	4.5058104643720093e-02	1.9631275851119862e-01	1.0000000000000078e+00
8.0666666666666664e-03	2.3645255760732870e-314	1.9631275851119862e-01	3.0175500946627427e+01	5.9999929753178742e+00	8.3855421343041536e-01	4.5058103847099094e-02	1.9631275851119867e-01	1.0000000000000078e+00
8.1333333333333344e-03	2.3645255760732870e-314	1.9631275851119867e-01	3.0178401693659005e+01	5.9999932232724484e+00	8.3855421377193062e-01	4.5058102983450407e-02	1.9631275851119862e-01	1.0000000000000078e+00
8.2000000000000007e-03	2.3645255760732870e-314	1.9631275851119862e-01	3.0181326217274918e+01	5.9999934773530477e+00	8.3855421411975717e-01	4.5058102050604502e-02	1.9631275851119864e-01	1.0000000000000075e+00
8.2666666666666670e-03	2.3645255760732870e-314	1.9631275851119864e-01	3.0184274517474407e+01	5.9999937376600503e+00	8.3855421447392664e-01	4.5058101046551988e-02	1.9631275851119859e-01	1.0000000000000075e+00
8.3333333333333332e-03	2.3645255760732870e-314	1.9631275851119859e-01	3.0187246594256752e+01	5.9999940042946625e+00	8.3855421483445525e-01	4.5058099969437486e-02	1.9631275851119870e-01	1.0000000000000078e+00
8.4000000000000012e-03	2.3645255760732870e-314	1.9631275851119870e-01	3.0190242447621188e+01	5.9999942773589074e+00	8.3855421520133822e-01	4.5058098817648322e-02	1.9631275851119870e-01	1.0000000000000078e+00
